Address,Name,Salary,Category,Education,Experience,Company Name,Description
望京,急招运行水工+包住饭补,3500-5000元/月,普工/操作工,不限,不限,北京世纪博雅物业管理有限公司,岗位职责：1、负责锅炉房的锅炉系统等设备运行、 维修保养、水质检测等工作；2、做好锅炉及其附属设备的维护保养和年度检修工作；3、掌握设备运行的技术状况，保证设备正常合理运行且节能降耗；4、处理系统故障，发现问题及时上报相关领导。任职资格：1、中专及以上学历，身体健康、品行端正，无任何不良记录；2、具有锅炉证，熟悉锅炉设备的工作原理和操作要求，具有良好的专业基础和管理经验；3、两年以上锅炉及管道设备运行维护的实际工作经验；4、踏实肯干，对工作认真负责。工作时间：白夜休休 运行班
石门,北京日结260一今天报名,6500-8500元/月,普工/操作工,不限,不限,北京鸿海众志企业管理咨询有限…,"【工厂急招，正式工，小时工，包吃住，长白班，两班倒】职位要求：工厂直招急招大量普工/临时工，来面试带行李，当天安排宿舍不用跑来跑去，包吃包住，感谢浏览我们的招聘信息，选择我们没错，不收任何费用，直接上班，麻烦投递简历后主动联系我们,16-45岁都可安排薪资1.小时工： 月薪综合6500-8500元，20-25元/小时，月工时280-3202.正式工： 月薪综合7000-9000元/月, 基本底薪：2650元/-3150元月（5天8小时制，超过8小时加班按劳动法)【加班费】平时加班1.5倍，周末加班2倍 ，法定节日加班3倍，每月15号准时发放上月工资【员工福利】+五险社保：包括养老 失业 工伤 生育及 险等（五险一金）+离职补贴：工作龄满12个月，可享受多一个月工资！+带薪休假：工作满一年即可享收7天假期，满一年叠加5天假期！+生日福利：生日当天可领取50-100元大红包！+医疗福利：公司内医务室，为员工提供免费医疗咨询和治疗！+绩效奖金：（200-500元/月）+浮动奖金：（100-200元/月）+安家奖金：（100-300元/月）+季度分红：（150元/月）+夜班补贴：（600元/月）注意：（如选择上长期白班，没有夜班补贴600元，其他奖金照拿）工作地点，北京市，详情请致电咨询。本电子厂主要生产：手机配件，组装，包装，检测，扫描，贴标签，工作简单。空调车间空调宿舍，环境好，加班多工作轻松，全坐班，普通工衣！招聘要求：1、学历：文化程度不限2、健康：身体健康3、年龄：16-45周岁，男女不限4、证件：身份证，有磁5、无案底薪资发放日：每月7号，入职7天后可借支300-500元/周，离职提前3天申请即可，离职时结清所有工资；年资加给：3个月一次考核加薪，考核合格加薪幅度为300--500元，入职越久底薪越高。年底（双薪）及年终奖金3000-5000元；合同保险1、合同：签署正式劳动合同或短期用工协议。2、保险：选择正式工为员工购买五险一金吃住：3、伙食：入职当天发饭卡，公司免费提供食宿，饭堂每天供应有包子、炒粉、面条、烧鹅、腿、堡、咖啡、六菜一汤。4、住宿：住宿为4-6人一间，住宿免费、水电费平摊，独立卫生间（空调、电扇），24小时热水器，全厂宿舍无线wifi覆盖。3、工作简单轻松，坐班、全中央空调。4、工作时间：8:00-18:00，每月休息4-6天，人性化管理，轻松、自由、讲人权。【注意事项】：需携带资料：本人身份证原件，行李等物品过来应聘工作，工作只安排有需要的人，真心想工作的人，打酱油请 。【附：只要符合公司要求者全部会录用，直接来电优先安排"
光明,库房操作工,6500-9500元/月,普工/操作工,高中,不限,北京泰巨企业管理咨询有限公司,工作内容：库房操作工，贴标、检测、打包等基本操作，恒温车间，工作轻松活不累。职位要求：服从现场管理，认识英文字母。工作时间：白班9:00--18:00；夜班13:00--22:00
东坝,金盏食品厂操作工五险一金,4500-7000元/月,普工/操作工,不限,不限,北京薪思特文化传媒有限公司,呀咪食品厂大量招工亮点：华北地区的鲜食工厂，工作场所整洁安全，工资有保障。面试要求：1，18-50岁之间，必须年满18岁。2，身体健康，无不良嗜好及犯罪记录。工作内容：负责盒饭、寿司、包子、饭团、粥等食品的制造，分配到适合自己的工段，简单易做，有师傅手把手带。工作时间：长白班，一天工作10-12小时，活不重。一般早上6-8点左右上班，下午5-6点左右下班。工资：计件制薪资，多劳多得，多是小组计件。一般新入职4000-5000元/月左右，2~3个月熟练后5000-7000/月。法定节假三薪！工资发放：每月25号发上月工资。上社保的用招商银行，不上社保的用邮政银行。食宿：免费提供食宿，自带被褥餐具。4人间上下铺，带空调卫浴，有洗衣机，宿舍有水电额度，能满足日常使用。（宿舍到厂近的步行几分钟，远的公交直达15分钟）不住宿的每月补贴400元。入职流程： 周一至周五，14-16点面试。 面试通过，当天可办理住宿。 持所有入职资料，办理入职。
顺义周边,顺义食品厂包吃住普工七千,6000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,顺义面包厂急招普工岗位职责：主要生产面包，打包成品，工作简单！面试要求18-40周岁，身体健康，能接受两班倒福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资6000-8000厂区地址：北京顺义牛栏山
后沙峪,长白班260下班发包吃住,6000-7500元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,工无任何费用！！工作环境舒适期待你的加入没有体力活，恒温车间，简单易上手工作时间：10个小时左右，长白班薪资待遇：210-260一天，3天后日结人员要求：身体健康能吃苦耐劳，具有较强的责任心工作简单，无需经验，有老员工手把手教。待遇也好，表现优异者可转检测人员，晋升空间大，无尘车间，整洁干净有食堂早餐：面包、鸡蛋、大饼、麻团等主食，炒饭、豆浆、稀饭等自助中餐：二荤三素晚餐：和中餐一样，有水果，绿豆汤等
沙河,普工260天结包吃住,5000-8000元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,长白班日结260元包吃包住高月薪7800元+包吃包住2个班次自由选择，都是长白班8：30—20：30，210元/天8：30—22：30 ，260元/天吃饭住宿一日三餐全部免费，工资纯赚组装半导体设备，轻松不累22-45周岁，无经验要求工资三天后日结工资，要求少干1个月以上，也可以长期干优秀的3个月后可以转正上北京五险固定每周日休息，也可以不休息加班多挣钱
顺义,食品厂有健康证直接上岗,6000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,桃李面包厂急招普工岗位职责：主要生产面包，打包成品，工作简单！面试要求18-40周岁，身体健康，能接受两班倒福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资6000-8000！厂区地址：北京顺义牛栏山
西客站,十点上班不起早不熬夜,12000-15000元/月,普工/操作工,不限,不限,饿了么配送合作商,1.   年龄18---50周岁 2.  会骑车，会导航，能吃苦！！ 3   月休3-4天，每天上班9小时        10：00-14 ：00        16：00-21：00 4  全城就近分配！不压工资，可预支工资~免费配车！
大兴,汽配厂管吃管住薪资高,6000-7000元/月,普工/操作工,不限,不限,北京北汽模塑科技有限公司,工作内容：主要生产奔驰汽车前后保险杠，看管机器 ，产品成型后下架，抛光修复。要求：年龄20-40周，管吃住。薪资待遇：基本工资+绩效工资+技能工资+加班费+夜班补助，综合工资6000-7000工作地址：采育
亦庄,普工月休8天工作简单6千,4000-6000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器，工资待遇：1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在4000-6000。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄20-30，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
瀛海镇,急聘操作工,6500-8000元/月,普工/操作工,不限,不限,北京晋阳弘业企业管理有限公司,【北京汽车内饰厂】组装汽车内饰、门板、座舱等。上班稳定，工资高！吃:免费管吃住:提供住宿行:免费班车接送年龄：18—40周岁；岗位:操作工、物料员周结工资:压三天后每周四结算上周工资！23元/小时，12小时253元；工作时间：12小时两班倒，上六休一；月综合工资：6500—7500元以上；第三个月转长期，长期上五险（城镇户口五险一金）；月绩效奖、季度奖、年终奖等！上班地址：大兴区瀛海镇、NGCC（可就近安排）感兴趣可直接投递简历，电话联系！（避免上当受骗）
大兴,采育普工恒温车间,5500-7000元/月,普工/操作工,不限,不限,北京北汽模塑科技有限公司,面试岗位：看管注塑机辅助机器上下件食宿介绍：包吃住薪资待遇：基本工资+绩效工资+技能工资+加班费+夜班补助，综合工资5500-7000以上招聘要求：年龄20-35周岁，无明显文身，无犯罪记录工作地址：北京大兴采育
西客站,奖励多来了报销路费,10000-15000元/月,普工/操作工,不限,不限,饿了么配送合作商,工作：就是骑车配送时间：上午10-14点，下午17-21点，8小时制，多劳多得。地址：就近分配18-50岁都可以，会骑车会导航就可以。
石门,顺义普工食品厂高薪,7000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,缺口大 合格率高 面包厂普工周一面试岗位职责主要生产面包，打包成品，工作简单面试要求24-45周岁，24-40周岁，身体健康，能接受两班倒，能接受无尘服福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资7000左右。入职需要食品健康证，128元，出勤满月报销，无其他费用特点：工资高6500-8000，2、需要穿无尘服厂区地址：北京顺义牛栏山
